MAKB,MATC,MABACSI,NGAYHENTAIKHAM
105783,452,111,2025-05-13
105784,21212,158,2024-05-17
105785,25404,133,2024-01-11
105786,44783,90,2025-03-23
105787,25809,9,2025-01-23
105788,22075,63,2025-03-14
105789,30381,44,2025-10-01
105790,18251,97,2024-05-22
105791,44735,15,2025-06-04
105792,25414,174,2024-02-28
105793,15144,103,2024-05-26
105794,27602,170,2024-11-24
105795,508,34,2024-04-08
105796,5232,189,2025-03-11
105797,14400,135,2025-09-21
105798,27553,27,2024-07-31
105799,44059,195,2025-07-11
105800,43141,116,2025-03-07
105801,32257,162,2024-11-11
105802,11260,173,2025-12-30
105803,44508,66,2024-09-14
105804,16432,51,2024-06-25
105805,17101,192,2024-04-22
105806,34817,25,2024-03-15
105807,1229,143,2024-09-10
105808,9453,104,2025-11-25
105809,7288,166,2024-12-17
105810,12685,105,2025-12-16
105811,10656,30,2025-04-20
105812,2883,110,2025-10-24
105813,16149,128,2025-06-15
105814,13293,4,2025-12-14
105815,18490,196,2025-09-02
105816,33117,37,2025-04-15
105817,11210,162,2025-01-20
105818,17717,132,2025-12-06
105819,36816,146,2024-05-09
105820,17883,164,2024-10-18
105821,36079,162,2024-08-06
105822,39935,132,2024-10-27
105823,17947,182,2025-08-29
105824,29194,89,2024-10-13
105825,23993,154,2025-11-08
105826,24399,15,2025-08-18
105827,993,55,2024-05-25
105828,20356,87,2025-03-04
105829,24249,169,2025-05-25
105830,24690,108,2025-02-06
105831,16379,146,2025-01-06
105832,4905,177,2025-03-20
105833,862,109,2024-12-22
105834,15506,82,2025-03-30
105835,13254,154,2024-06-19
105836,926,200,2025-06-29
105837,10306,57,2025-02-03
105838,2292,39,2025-02-23
105839,4951,137,2025-09-03
105840,9050,162,2025-05-21
105841,7544,42,2024-11-12
105842,43202,162,2025-08-02
105843,26788,94,2024-07-03
105844,32235,189,2024-11-30
105845,37445,184,2025-05-23
105846,284,92,2025-08-30
105847,14338,118,2025-04-10
105848,5552,160,2024-03-25
105849,20295,25,2024-01-09
105850,8110,31,2024-07-22
105851,25002,172,2024-09-09
105852,23482,13,2024-06-12
105853,39550,38,2025-04-25
105854,18428,16,2024-12-03
105855,16480,152,2025-09-09
105856,9454,102,2024-05-03
105857,7067,41,2025-07-24
105858,33222,170,2025-01-19
105859,15771,149,2024-07-01
105860,23934,168,2025-01-11
105861,28437,46,2025-05-23
105862,5028,127,2025-04-29
105863,32199,136,2024-07-06
105864,32898,157,2025-06-24
105865,44177,197,2024-05-25
105866,2935,85,2024-10-09
105867,20474,13,2024-01-25
105868,34757,118,2024-09-28
105869,16147,142,2025-07-23
105870,26885,155,2025-01-08
105871,5278,155,2025-08-27
105872,26641,66,2024-03-19
105873,6102,144,2025-02-04
105874,42731,47,2025-06-08
105875,22984,147,2024-07-23
105876,20482,128,2024-07-16
105877,33976,117,2025-07-14
105878,41206,136,2024-09-08
105879,36999,118,2024-07-30
105880,7598,113,2025-01-27
105881,21194,174,2024-09-05
105882,40384,43,2024-07-23
105883,10594,14,2025-08-11
105884,37693,100,2024-01-08
105885,9873,13,2024-09-15
105886,35722,113,2024-07-04
105887,28198,144,2024-04-10
105888,3014,27,2025-05-31
105889,41490,29,2024-04-09
105890,42696,144,2024-05-12
105891,20709,170,2025-11-08
105892,13424,189,2025-08-31
105893,26019,134,2025-12-14
105894,26273,170,2024-06-29
105895,11647,42,2025-01-05
105896,8281,181,2025-03-02
105897,26529,120,2024-11-17
105898,23945,157,2024-05-21
105899,44854,79,2024-08-08
105900,19126,109,2024-12-20
105901,7503,150,2024-03-18
105902,13959,70,2025-07-17
105903,4186,116,2024-08-06
105904,7586,125,2024-09-26
105905,27020,99,2024-10-24
105906,36465,101,2025-10-02
105907,4463,66,2024-07-30
105908,40117,186,2024-07-30
105909,19141,49,2024-08-15
105910,2351,184,2024-10-31
105911,36150,58,2025-04-28
105912,7820,37,2025-03-23
105913,10927,186,2025-06-09
105914,25970,103,2025-10-22
105915,26357,162,2024-11-23
105916,29832,118,2024-08-19
105917,38272,99,2024-08-12
105918,28859,182,2025-09-04
105919,12358,123,2024-05-16
105920,29436,77,2024-06-13
105921,21736,177,2025-12-28
105922,11909,93,2025-02-23
105923,21703,114,2025-01-06
105924,34147,162,2025-11-22
105925,37417,92,2024-03-08
105926,19488,69,2024-03-01
105927,29300,51,2024-04-23
105928,2325,108,2024-11-24
105929,36401,41,2025-03-19
105930,24669,107,2024-04-16
105931,19933,139,2024-01-05
105932,25597,200,2024-04-22
105933,3621,34,2024-03-18
105934,20666,162,2025-03-25
105935,8989,83,2024-06-22
105936,26858,51,2025-05-08
105937,16736,178,2025-11-01
105938,44667,121,2024-05-27
105939,44812,41,2024-11-26
105940,677,24,2024-05-29
105941,29276,23,2025-10-31
105942,152,99,2025-07-24
105943,1305,25,2025-10-31
105944,42302,59,2025-06-12
105945,16208,11,2025-01-27
105946,24370,125,2025-06-18
105947,5324,152,2025-02-04
105948,4866,35,2024-02-29
105949,13313,1,2025-06-25
105950,9325,77,2025-01-30
105951,38530,151,2024-02-16
105952,1383,62,2024-09-07
105953,18586,190,2024-07-08
105954,41031,22,2024-05-25
105955,35975,152,2025-01-18
105956,27897,28,2024-03-08
105957,3585,161,2025-08-10
105958,27608,90,2025-08-02
105959,8143,52,2025-01-21
105960,5923,63,2025-05-07
105961,9052,3,2024-11-30
105962,38278,191,2025-11-21
105963,23343,86,2024-02-03
105964,623,52,2025-09-30
105965,4804,121,2025-11-16
105966,39816,165,2024-08-23
105967,20169,108,2024-03-12
105968,21913,7,2024-12-05
105969,18513,177,2025-06-11
105970,33501,42,2024-03-22
105971,43647,186,2025-11-11
105972,9689,54,2024-01-08
105973,2934,139,2025-12-04
105974,8630,159,2025-12-19
105975,8147,1,2024-04-27
105976,19472,74,2024-09-24
105977,20752,62,2024-05-06
105978,31419,129,2025-08-04
105979,27183,146,2024-05-03
105980,34851,81,2025-08-01
105981,14879,167,2024-10-24
105982,16809,119,2024-08-14
105983,22618,159,2024-12-13
105984,5053,157,2025-11-18
105985,41302,109,2025-12-18
105986,39544,78,2025-10-30
105987,10659,121,2025-03-04
105988,3193,43,2025-07-03
105989,33567,41,2025-05-14
105990,23395,47,2024-12-24
105991,7007,5,2025-12-07
105992,5502,46,2025-12-10
105993,608,24,2024-11-08
105994,3082,162,2025-07-02
105995,28103,132,2024-05-10
105996,18519,179,2025-09-24
105997,14273,200,2025-02-14
105998,41042,113,2025-06-06
105999,18658,75,2025-08-16
106000,28336,67,2025-07-22
106001,29113,77,2024-09-28
106002,34613,20,2025-10-21
106003,10608,10,2024-06-09
106004,3180,200,2024-11-28
106005,44371,113,2024-09-27
106006,15117,6,2024-06-03
106007,16638,130,2025-09-05
106008,40994,183,2025-08-08
106009,1091,137,2024-03-25
106010,39217,177,2025-05-17
106011,32357,193,2024-03-28
106012,8842,158,2024-01-09
106013,14945,198,2024-03-24
106014,41895,157,2025-05-18
106015,38538,71,2024-02-27
106016,22871,22,2025-02-17
106017,32748,174,2024-11-16
106018,846,120,2025-06-18
106019,43417,57,2025-11-07
106020,9048,93,2025-03-24
106021,41075,141,2024-03-13
106022,19643,116,2025-07-18
106023,18278,19,2024-01-07
106024,33629,71,2025-07-16
106025,43024,43,2024-11-09
106026,43106,88,2025-12-14
106027,12998,75,2024-06-17
106028,43052,175,2025-01-08
106029,3190,178,2025-05-07
106030,9514,92,2024-09-20
106031,5646,105,2024-09-30
106032,43692,159,2025-01-07
106033,4046,141,2024-05-13
106034,1356,78,2025-03-31
106035,41363,52,2024-03-13
106036,43663,94,2025-10-04
106037,34834,19,2024-05-30
106038,35840,26,2025-10-20
106039,22020,163,2025-11-26
106040,42915,189,2024-06-07
106041,35166,41,2025-08-26
106042,24563,66,2025-12-21
106043,33260,40,2025-05-16
106044,17476,175,2025-08-23
106045,36278,144,2024-03-30
106046,28447,142,2025-09-28
106047,13977,14,2025-04-20
106048,2052,61,2025-07-03
106049,1147,115,2025-01-28
106050,3252,133,2024-01-15
106051,24189,4,2024-12-07
106052,21220,89,2025-10-19
106053,537,13,2025-10-05
106054,32699,162,2024-01-17
106055,31607,143,2025-01-24
106056,31713,186,2024-06-28
106057,8058,173,2024-05-30
106058,1663,185,2024-11-22
106059,26635,163,2024-07-11
106060,9156,148,2025-09-21
106061,31932,188,2025-02-11
106062,35702,180,2025-11-07
106063,28122,64,2024-09-21
106064,992,7,2024-07-17
106065,25075,6,2024-06-03
106066,35614,173,2024-06-14
106067,16540,116,2025-06-02
106068,30196,21,2025-03-07
106069,9119,161,2025-01-02
106070,41352,67,2024-01-22
106071,22324,173,2025-03-30
106072,22567,54,2025-05-05
106073,7833,163,2024-12-09
106074,25902,155,2024-08-04
106075,4329,46,2024-11-09
106076,37361,141,2024-07-22
106077,29891,123,2024-12-17
106078,5821,5,2025-07-12
106079,43682,67,2024-04-22
106080,6500,96,2025-07-31
106081,22788,176,2025-02-16
106082,3160,93,2024-04-06
106083,20651,74,2024-06-08
106084,29352,31,2025-09-15
106085,11722,165,2024-11-18
106086,13845,28,2025-08-20
106087,39079,131,2024-02-10
106088,774,113,2024-12-15
106089,15004,197,2025-10-28
106090,9166,71,2024-02-11
106091,14202,48,2024-11-12
106092,28990,54,2024-09-20
106093,1796,183,2024-09-29
106094,41290,120,2025-12-10
106095,27415,173,2025-11-26
106096,8403,56,2024-11-20
106097,34655,101,2024-12-19
106098,14830,5,2025-06-11
106099,24956,143,2025-01-24
106100,12267,166,2024-10-30
106101,16962,33,2024-12-31
106102,44400,193,2024-07-18
106103,33642,61,2024-09-05
106104,24915,90,2025-05-03
106105,4640,80,2025-01-19
106106,14019,7,2024-07-19
106107,16220,30,2025-06-30
106108,2886,169,2025-04-22
106109,7580,181,2024-06-26
106110,34442,63,2025-08-19
106111,15888,164,2024-07-31
106112,3753,88,2024-06-23
106113,25921,92,2025-07-12
106114,31161,20,2025-06-26
106115,10694,55,2025-11-09
106116,5044,52,2024-08-11
106117,27491,45,2025-12-06
106118,26109,156,2024-02-20
106119,43035,114,2025-04-01
106120,10712,12,2024-09-02
106121,12458,28,2025-10-10
106122,1808,17,2025-02-01
106123,43782,52,2025-09-16
106124,19072,63,2025-01-07
106125,10648,39,2024-10-30
106126,15264,75,2024-09-10
106127,31882,93,2025-12-02
106128,18427,1,2025-01-04
106129,31580,55,2024-01-21
106130,9301,200,2024-08-28
106131,44843,132,2025-08-29
106132,42667,107,2024-02-27
106133,8925,36,2025-10-27
106134,16079,98,2025-11-22
106135,24448,185,2025-03-31
106136,42661,22,2025-04-14
106137,22205,64,2025-04-09
106138,10884,6,2024-05-03
106139,36192,124,2025-05-14
106140,28326,61,2024-05-14
106141,939,86,2024-06-16
106142,33662,54,2025-08-04
106143,10149,158,2025-01-20
106144,29308,1,2024-05-30
106145,8664,160,2024-01-19
106146,11436,67,2025-09-18
106147,1948,170,2024-01-21
106148,4490,79,2024-06-06
106149,23128,32,2024-07-22
106150,4226,51,2024-02-13
106151,35934,154,2024-04-08
106152,35022,109,2024-06-05
106153,23386,60,2024-09-08
106154,23487,151,2025-08-01
106155,11700,145,2024-11-02
106156,22358,83,2025-11-04
106157,23517,40,2024-10-31
106158,1303,77,2024-01-04
106159,6290,75,2025-10-10
106160,14403,6,2025-06-22
106161,18747,79,2024-09-05
106162,34995,42,2024-01-10
106163,32363,82,2025-04-15
106164,23901,147,2025-04-04
106165,42185,24,2024-10-30
106166,18040,15,2025-08-19
106167,16692,4,2025-04-26
106168,33343,22,2024-08-29
106169,43493,139,2024-07-12
106170,5454,160,2024-02-18
106171,30589,137,2024-01-21
106172,7200,121,2025-11-27
106173,485,57,2025-07-17
106174,39938,159,2025-08-08
106175,20973,157,2024-08-20
106176,26618,175,2024-04-04
106177,40685,89,2024-09-23
106178,21741,11,2024-11-17
106179,30180,69,2024-07-26
106180,28620,89,2024-07-10
106181,30522,81,2025-12-22
106182,12440,4,2025-11-17
106183,3586,104,2025-02-18
106184,20287,116,2025-05-12
106185,40995,98,2024-09-13
106186,4976,166,2024-09-03
106187,15206,179,2025-01-22
106188,31685,73,2024-03-27
106189,19618,54,2024-12-03
106190,29955,73,2025-05-16
106191,19513,65,2025-04-01
106192,18341,68,2024-01-08
106193,3882,58,2025-07-12
106194,26738,46,2025-01-12
106195,11932,175,2025-05-25
106196,33305,163,2025-11-02
106197,3846,123,2024-11-06
106198,36582,193,2025-07-11
106199,20296,140,2025-10-05
106200,35006,10,2024-03-26
106201,24941,185,2024-05-12
106202,9196,191,2025-06-17
106203,33252,90,2024-02-08
106204,24309,72,2025-11-08
106205,35991,76,2025-10-25
106206,1162,180,2025-05-19
106207,42199,185,2024-12-07
106208,23148,118,2025-11-26
106209,19832,96,2024-05-23
106210,6727,70,2024-07-26
106211,9364,187,2024-08-28
106212,21806,196,2024-09-22
106213,7122,112,2024-01-26
106214,17028,63,2024-09-22
106215,14736,37,2025-12-04
106216,1664,81,2025-03-05
106217,37066,60,2025-09-13
106218,18636,176,2024-08-23
106219,25107,42,2025-07-26
106220,11008,151,2024-09-23
106221,34892,194,2025-10-13
106222,39714,77,2025-09-23
106223,25077,200,2024-02-09
106224,38472,63,2024-05-26
106225,18765,51,2025-01-22
106226,44541,171,2024-04-10
106227,28752,51,2024-08-06
106228,38788,64,2025-09-30
106229,39708,111,2024-03-08
106230,16635,30,2024-04-14
106231,34883,158,2024-07-10
106232,26945,60,2025-12-17
106233,33657,59,2025-08-28
106234,40507,144,2025-11-22
106235,14839,84,2025-12-06
106236,16281,55,2024-02-18
106237,38431,17,2025-09-19
106238,12597,76,2025-07-12
106239,7441,28,2024-07-21
106240,23702,81,2025-07-24
106241,33894,89,2024-04-15
106242,33566,26,2025-09-21
106243,30044,29,2025-02-16
106244,41445,180,2025-11-15
106245,1416,50,2025-11-15
106246,28136,177,2025-06-08
106247,29439,22,2024-06-12
106248,41455,133,2025-07-05
106249,26602,55,2024-10-10
106250,24274,80,2025-03-31
106251,12839,142,2024-05-20
106252,2655,118,2024-04-27
106253,8680,134,2024-01-28
106254,29321,20,2025-06-11
106255,31120,64,2024-06-19
106256,8248,148,2024-06-28
106257,13455,146,2025-02-28
106258,6491,162,2025-01-31
106259,7127,151,2025-04-05
106260,35106,31,2025-08-06
106261,4683,66,2024-08-09
106262,12751,44,2025-04-30
106263,30139,19,2024-06-30
106264,28938,194,2025-04-28
106265,8413,186,2025-09-26
106266,17437,166,2024-08-12
106267,38822,95,2024-11-19
106268,14878,15,2025-04-16
106269,44366,155,2024-01-06
106270,2738,174,2024-11-11
106271,29372,124,2025-02-05
106272,22969,64,2024-01-21
106273,18801,187,2024-09-04
106274,8235,81,2025-03-23
106275,41533,108,2025-06-11
106276,32245,121,2025-03-11
106277,40406,167,2024-07-27
106278,36172,147,2025-06-18
106279,42444,140,2025-07-26
106280,26859,179,2025-12-09
106281,36300,157,2024-04-13
106282,31424,158,2024-09-23
106283,4183,85,2024-05-16
106284,8458,131,2025-07-02
106285,15791,68,2024-08-28
106286,17981,93,2024-04-09
106287,39397,118,2024-10-18
106288,20424,159,2024-09-19
106289,22234,111,2024-10-02
106290,16439,78,2024-09-29
106291,40847,129,2024-06-28
106292,25856,186,2025-05-26
106293,7223,13,2025-02-07
106294,3362,107,2025-11-16
106295,6571,122,2024-02-03
106296,18285,127,2025-07-29
106297,28859,174,2025-06-27
106298,42028,3,2024-12-18
106299,35823,128,2024-04-08
106300,17866,19,2025-10-08
106301,14227,91,2024-11-08
106302,11251,56,2025-01-17
106303,26387,37,2025-07-21
106304,20393,35,2025-12-22
106305,36374,177,2025-09-28
106306,30997,144,2024-09-06
106307,26228,48,2025-02-11
106308,5953,61,2024-03-12
106309,2151,35,2024-02-25
106310,9108,89,2024-05-25
106311,12531,89,2025-03-21
106312,15894,130,2024-03-02
106313,16442,35,2025-05-07
106314,37056,17,2024-05-18
106315,33008,68,2025-06-05
106316,30361,121,2024-11-08
106317,41834,138,2024-06-11
106318,38241,163,2025-09-28
106319,34316,112,2025-01-21
106320,36281,64,2025-01-15
106321,6097,128,2025-01-19
106322,9944,121,2024-05-30
106323,15306,118,2025-06-04
106324,17239,122,2024-09-11
106325,44785,119,2025-10-23
106326,40968,94,2025-06-25
106327,6019,38,2024-11-08
106328,19113,29,2024-07-11
106329,43802,197,2024-05-03
106330,43104,172,2025-11-18
106331,33393,31,2025-10-13
106332,38571,88,2024-04-29
106333,8994,114,2024-05-11
106334,32165,161,2024-02-01
106335,37222,163,2025-10-19
106336,40393,185,2025-08-25
106337,5515,182,2025-08-06
106338,7206,74,2025-01-25
106339,12,18,2025-12-10
106340,2977,112,2025-03-27
106341,41691,54,2024-08-27
106342,7028,94,2024-06-21
106343,7952,95,2025-04-05
106344,34060,80,2024-02-10
106345,35512,194,2025-02-22
106346,26121,7,2024-02-10
106347,11823,191,2024-02-12
106348,22866,14,2025-08-12
106349,21183,141,2024-08-27
106350,17397,2,2024-02-12
106351,7332,129,2025-07-20
106352,43737,5,2025-11-01
106353,17666,36,2025-08-16
106354,4938,102,2025-02-04
106355,36965,118,2025-11-25
106356,11760,147,2024-08-12
106357,5619,103,2025-11-24
106358,2861,135,2024-06-17
106359,31145,168,2024-07-22
106360,5994,59,2025-01-20
106361,13826,154,2024-12-13
106362,43054,114,2024-05-06
106363,3005,81,2024-06-12
106364,42960,98,2024-10-23
106365,2320,101,2024-03-22
106366,43102,35,2024-02-10
106367,11226,113,2025-03-02
106368,16271,77,2025-09-09
106369,38960,132,2024-01-03
106370,1590,100,2025-01-18
106371,8610,136,2025-03-25
106372,19923,47,2025-09-28
106373,2083,119,2024-01-03
106374,18678,158,2025-12-01
106375,19594,74,2024-03-25
106376,19107,147,2024-07-02
106377,33037,5,2024-01-23
106378,40407,178,2025-06-28
106379,26546,97,2025-12-06
106380,31536,11,2024-11-10
106381,31088,142,2025-12-12
106382,4317,119,2025-04-08
106383,4810,154,2024-07-26
106384,11397,143,2024-02-08
106385,26346,45,2024-03-22
106386,16283,152,2024-06-01
106387,7919,151,2024-12-29
106388,2561,33,2024-09-09
106389,36932,80,2024-10-13
106390,24023,9,2024-12-09
106391,43044,147,2024-04-19
106392,33370,31,2024-01-15
106393,38038,148,2024-10-03
106394,32330,35,2024-02-23
106395,2263,195,2025-04-02
106396,44036,127,2024-03-04
106397,7914,122,2025-03-25
106398,42486,30,2025-07-13
106399,42374,172,2024-05-07
106400,33311,106,2024-07-16
106401,35160,158,2024-07-28
106402,23103,1,2025-12-02
106403,27088,65,2024-07-02
106404,34090,69,2025-09-05
106405,12187,197,2025-01-13
106406,24008,45,2025-10-09
106407,36498,114,2025-04-10
106408,29895,198,2025-05-10
106409,18857,175,2025-07-12
106410,730,153,2025-04-17
106411,11538,196,2024-04-10
106412,7317,107,2024-07-25
106413,7747,69,2024-05-28
106414,2351,10,2024-12-14
106415,11670,167,2024-07-13
106416,36208,144,2025-06-19
106417,42826,66,2024-04-27
106418,24343,157,2025-12-24
106419,25997,35,2024-11-18
106420,31570,185,2025-12-20
106421,16431,42,2025-08-22
106422,43712,83,2024-03-30
106423,37116,158,2025-03-01
106424,27501,129,2025-08-29
106425,36973,58,2024-05-15
106426,17392,12,2025-12-06
106427,14329,108,2024-05-13
106428,6365,64,2025-06-19
106429,44962,12,2025-01-11
106430,19169,127,2025-06-25
106431,34761,99,2025-03-17
106432,26139,78,2024-10-31
106433,28244,129,2025-04-19
106434,38118,126,2025-05-26
106435,2835,103,2024-06-17
106436,20619,32,2025-05-19
106437,16678,66,2024-12-17
106438,44848,143,2024-03-20
106439,14433,104,2024-10-08
106440,19636,5,2024-04-10
106441,31827,70,2024-10-23
106442,34797,7,2025-04-30
106443,20414,20,2024-10-04
106444,10326,185,2024-02-07
106445,4918,22,2025-11-07
106446,17148,120,2024-08-21
106447,26021,19,2024-01-27
106448,15965,23,2024-03-09
106449,24798,45,2024-02-11
106450,3996,26,2024-04-25
106451,8323,39,2024-04-13
106452,21878,4,2024-06-24
106453,35963,136,2024-07-04
106454,24343,15,2025-02-03
106455,13769,110,2024-08-29
106456,6772,2,2025-08-25
106457,32709,82,2025-02-14
106458,17688,43,2025-11-15
106459,21339,72,2024-09-27
106460,37025,136,2024-06-25
106461,34685,74,2024-01-14
106462,37999,36,2024-01-16
106463,3425,173,2025-05-15
106464,35915,46,2025-07-12
106465,43933,155,2024-11-08
106466,38131,25,2025-06-09
106467,42056,164,2024-09-21
106468,39955,167,2025-03-15
106469,34728,139,2024-06-19
106470,5213,162,2024-04-29
106471,4460,92,2024-08-06
106472,18327,22,2025-10-23
106473,31433,89,2024-12-10
106474,21523,3,2024-10-19
106475,30148,3,2025-03-24
106476,30967,145,2024-02-03
106477,38840,67,2025-09-14
106478,1944,2,2024-03-30
106479,34575,30,2024-04-12
106480,32943,173,2025-01-23
106481,28065,178,2025-07-23
106482,16217,96,2025-09-29
106483,43340,34,2024-02-09
106484,1826,7,2025-05-18
106485,22899,142,2024-11-01
106486,26867,113,2025-08-08
106487,40168,59,2025-11-11
106488,33165,20,2025-01-10
106489,20930,105,2025-01-04
106490,13584,176,2025-05-16
106491,19494,136,2025-10-07
106492,9910,28,2025-12-31
106493,31605,106,2024-10-20
106494,5886,109,2024-09-29
106495,15873,159,2025-12-28
106496,40538,53,2025-01-29
106497,32379,147,2024-06-15
106498,9933,14,2024-07-07
106499,16660,1,2025-03-26
106500,14927,29,2024-11-19
106501,40064,194,2024-07-26
106502,32316,161,2024-07-08
106503,33649,77,2024-06-11
106504,148,24,2025-09-08
